province,city,position,district,candidate_name,party,votes,rank
CAMARINES SUR,CAMALIGAN,COUNCILOR,,"DELEÑA, NEAL",NUP,8167,120482
CAMARINES SUR,CANAMAN,COUNCILOR,,"CANTILLO, CLAIRE",NUP,10508,118948
CAMARINES SUR,CARAMOAN,COUNCILOR,,"PALAYA, PARAOMA",PFP,14433,120748
CAMARINES SUR,CITY OF IRIGA,COUNCILOR,,"TINO, JEFF",NUP,30903,120993
CAMARINES SUR,DEL GALLEGO,COUNCILOR,,"BUGARIN, NIKKI",NUP,8653,123049
CAMARINES SUR,GAINZA,COUNCILOR,,"AGOR, LEONARDO JR.",NUP,4746,121503
CAMARINES SUR,GARCHITORENA,COUNCILOR,,"SAVILLA, APOT",NUP,8552,122807
CAMARINES SUR,GOA,COUNCILOR,,"RESPALL, DOC TOLIN",PFP,20255,121263
CAMARINES SUR,LAGONOY,COUNCILOR,,"ABANTE, FREDERICK",PFP,15846,119450
CAMARINES SUR,LIBMANAN,COUNCILOR,,"ATIENZA, DONDON",IND,29212,122008
CAMARINES SUR,LUPI,COUNCILOR,,"RIEGO, IVAN",PFP,8499,118434
CAMARINES SUR,MAGARAO,COUNCILOR,,"ESTEFANI, SANTY",NUP,8616,123313
CAMIGUIN,CATARMAN,COUNCILOR,,"SAGOCSOC, CARLITO",PPR,7503,163653
CAMIGUIN,GUINSILIBAN,COUNCILOR,,"WAMINAL, RANDO",PPR,3655,163143
CAMIGUIN,MAHINOG,COUNCILOR,,"ACLE, DAVID JOHN",PPR,6977,163897
CAMIGUIN,MAMBAJAO,COUNCILOR,,"CUTAB, LANDER",PPR,18276,163389
CAMIGUIN,SAGAY,COUNCILOR,,"TONGOL, NESTOR",PPR,5168,162885
CAPIZ,CITY OF ROXAS,COUNCILOR,,"ACEPCION, DOK PIP",1CAPIZ,56232,359462
CAPIZ,CUARTERO,COUNCILOR,,"CEDULLO, EVE",PFP,9092,360736
CAPIZ,DAO,COUNCILOR,,"FUENTES, JHAJA",1CAPIZ,13403,361836
CAPIZ,DUMARAO,COUNCILOR,,"BASILIANO, DAVE",1CAPIZ,17899,358932
CAPIZ,IVISAN,COUNCILOR,,"LOBERES, KAP JUNJUN",1CAPIZ,11576,361328
CAPIZ,JAMINDAN,COUNCILOR,,"VILLASIS, REGGIE",1CAPIZ,12911,360475
CAPIZ,MA-AYON,COUNCILOR,,"DIAZ, CHRISELLE",IND,14404,359706
CAPIZ,MAMBUSAO,COUNCILOR,,"LABAO, ANN",PDPLBN,13360,362355
CAPIZ,PANAY,COUNCILOR,,"BESA, PAOLO",PFP,15816,358672
CAPIZ,PANITAN,COUNCILOR,,"DELAY, ROGER",1CAPIZ,13443,360218
CAPIZ,PILAR,COUNCILOR,,"BORGONIA, JENBOY",PFP,12589,360990
CAPIZ,PONTEVEDRA,COUNCILOR,,"BULAN, NENE",1CAPIZ,14205,362092
CAPIZ,PRESIDENT ROXAS,COUNCILOR,,"BELTRAN, JUNNEL",IND,8475,359183
CAPIZ,SAPI-AN,COUNCILOR,,"BAGUIO, PANGGING",1CAPIZ,11564,362600
CAPIZ,SIGMA,COUNCILOR,,"MARCELINO, NENE",1CAPIZ,11221,359964
CAPIZ,TAPAZ,COUNCILOR,,"PEREZ, MARLON",LAKAS,17160,361576
CATANDUANES,BAGAMANOC,COUNCILOR,,"CAADLAWON, CHARLON",PFP,4321,117127
CATANDUANES,BARAS,COUNCILOR,,"CHI, CHITO",LAKAS,5343,117652
CATANDUANES,BATO,COUNCILOR,,"BERNAL, JOEVIC",LAKAS,9558,118183
CATANDUANES,CARAMORAN,COUNCILOR,,"ISUELA, VACION",LAKAS,9268,115825
CATANDUANES,GIGMOTO,COUNCILOR,,"SANCHEZ, NILO",PFP,3881,116609
CATANDUANES,PANDAN,COUNCILOR,,"NIOLA, MARVIE",PDPLBN,8787,116087
CATANDUANES,PANGANIBAN,COUNCILOR,,"FERNANDEZ, IAN",NPC,4037,116343
CATANDUANES,SAN ANDRES,COUNCILOR,,"SERNATINGER, KEVIN",LAKAS,12632,115552
CATANDUANES,SAN MIGUEL,COUNCILOR,,"LIZASO, RIZALDY",IND,6734,117915
CATANDUANES,VIGA,COUNCILOR,,"CERVANTES, CESAR",LAKAS,7931,116865
CATANDUANES,VIRAC,COUNCILOR,,"ISIDORO, HAZEL",LAKAS,23154,117393
CAVITE,ALFONSO,COUNCILOR,,"SALAMAT, JEFF",NUP,19742,63751
CAVITE,AMADEO,COUNCILOR,,"BAWALAN, MARLON",NUP,13510,62220
CAVITE,CITY OF BACOOR,COUNCILOR,,"SARINO-EVARISTO, KAREN",NP,71509,63989
CAVITE,CITY OF CARMONA,COUNCILOR,,"LOYOLA, TJ",NPC,39597,63499
CAVITE,CITY OF CAVITE,COUNCILOR,,"BARRERA, JET",LAKAS,41451,62463
CAVITE,CITY OF DASMARIÑAS,COUNCILOR,,"LARA, RUDY",NUP,196258,62740
CAVITE,CITY OF GENERAL TRIAS,COUNCILOR,,"FERRER, MARTIN",NUP,101699,64489
CAVITE,CITY OF IMUS,COUNCILOR,,"JARO, SHERNAN",NUP,111339,65792
CAVITE,CITY OF TAGAYTAY,COUNCILOR,,"TOLENTINO, MICKO",UNIDO,30869,64242
CAVITE,GENERAL EMILIO AGUINALDO,COUNCILOR,,"SERNAT, NEPTHALIE",NUP,7716,66569
CAVITE,INDANG,COUNCILOR,,"PENUS, BOY",LP,17695,65005
CAVITE,KAWIT,COUNCILOR,,"PULIDO, ANGELICA",LAKAS,28748,66060
CAVITE,MAGALLANES,COUNCILOR,,"REDUCA, MAR",NPC,7662,64743
CAVITE,MARAGONDON,COUNCILOR,,"ARCA, MIGUEL",NPC,14349,65266
CAVITE,MENDEZ,COUNCILOR,,"ROCILLO, REY",NPC,12422,66816
CAVITE,NAIC,COUNCILOR,,"NAZARENO, SJ",NPC,37742,66311
CAVITE,NOVELETA,COUNCILOR,,"LONTOC, KAP. JAY",LAKAS,14093,63244
CAVITE,ROSARIO,COUNCILOR,,"ANDICO, VIVIAN",LAKAS,37107,62992
CAVITE,SILANG,COUNCILOR,,"DONEZA, ISANG-BAGSAK",NUP,64999,65529
CAVITE,TANZA,COUNCILOR,,"MATRO, DEREK",NUP,63639,67069
CEBU,ALCANTARA,COUNCILOR,,"PANTUAN, RAGEN",1CEBU,8614,22427
CEBU,ALCOY,COUNCILOR,,"MIÑOZA, JOJO",IND,8980,23713
CEBU,ALEGRIA,COUNCILOR,,"CUEVAS, ARNOLD",1CEBU,9346,24263
CEBU,ALOGUINSAN,COUNCILOR,,"PARAS, ONAD",1CEBU,11839,21432
CEBU,ARGAO,COUNCILOR,,"RIZON, ATTY. COLLIN",1CEBU,25430,20151
CEBU,ASTURIAS,COUNCILOR,,"CAÑADA, CHRISTIAN",1CEBU,16989,21673
CEBU,BADIAN,COUNCILOR,,"BITANGGA, MICHELLE",1CEBU,13559,22674
CEBU,BALAMBAN,COUNCILOR,,"COMPASION, WINDEL",1CEBU,23204,19643
CEBU,BANTAYAN,COUNCILOR,,"DELDIG, EDWIN",1CEBU,20939,24777
CEBU,BARILI,COUNCILOR,,"RUIZ, JAYRA JAY",1CEBU,36990,20663
CEBU,BOLJOON,COUNCILOR,,"NAVARRO, GENUS",IND,6383,27053
CEBU,BORBON,COUNCILOR,,"SEPULVEDA, BRINO",BAKUD,13513,25279
CEBU,CARMEN,COUNCILOR,,"DAMILES, AL",1CEBU,26971,26542
CEBU,CATMON,COUNCILOR,,"JUBAN, ATTY. JUBAN",1CEBU,16016,27564
CEBU,CITY OF BOGO,COUNCILOR,,"ROSAL, ERWIN",1CEBU,40092,24522
CEBU,CITY OF CARCAR,COUNCILOR,,"LAWAS, REY",NP,42725,26802
CEBU,CITY OF CEBU,COUNCILOR,,"TUMULAK, DAVE",AKSYON,127574,24020
CEBU,CITY OF LAPU-LAPU,COUNCILOR,,"ALFORQUE, JUN",LAKAS,116402,23218
CEBU,CITY OF MANDAUE,COUNCILOR,,"SENO, JOEL",LAKAS,95970,25544
CEBU,CITY OF NAGA,COUNCILOR,,"CHIONG, CLINT ISIDRO",NP,45849,25025
CEBU,COMPOSTELA,COUNCILOR,,"VILLACERAN, GLENN",1CEBU,21882,18137
CEBU,CONSOLACION,COUNCILOR,,"NAPULI, LEO",LAKAS,42308,22947
CEBU,CORDOVA,COUNCILOR,,"LEPITEN, JEROME",1CEBU,32045,17870
CEBU,DAANBANTAYAN,COUNCILOR,,"MANTOS, BOY",1CEBU,24438,27305
CEBU,DALAGUETE,COUNCILOR,,"BUSTAMANTE, COCA NICOHL",PMP,21927,19141
CEBU,DANAO CITY,COUNCILOR,,"ALMENDRAS, JED",BAKUD,53519,20395
CEBU,DUMANJUG,COUNCILOR,,"FAMOR, ARTHUR",1CEBU,23639,19898
CEBU,GINATILAN,COUNCILOR,,"GORNEZ, ETI JOEL",1CEBU,8344,21173
CEBU,LILOAN,COUNCILOR,,"APAS, DARWIN",1CEBU,54534,26287
CEBU,MADRIDEJOS,COUNCILOR,,"OLINGAY, STEPHEN",1CEBU,17871,26045
CEBU,MALABUYOC,COUNCILOR,,"ALLOSADA, ONIN",1CEBU,10257,22173
CEBU,MEDELLIN,COUNCILOR,,"SALIMBANGON, MIGUEL",NUP,20233,20929
CEBU,MINGLANILLA,COUNCILOR,,"ENAD, LHESLEN",NP,56656,21927
CEBU,MOALBOAL,COUNCILOR,,"DOMUGHO, BELLO",1CEBU,14115,18631
CEBU,OSLOB,COUNCILOR,,"BARRERA, ETI FRANZ",1CEBU,10562,23458
CEBU,PILAR,COUNCILOR,,"YBAÑEZ, MARK",1CEBU,4692,17628
CEBU,PINAMUNGAJAN,COUNCILOR,,"CANILLO, RICHARD",1CEBU,27004,18387
CEBU,PORO,COUNCILOR,,"OTADOY, ASHLEY",1CEBU,9651,18887
CEBU,RONDA,COUNCILOR,,"BLANCO, ANN MARIE",1CEBU,9749,25784
CEBU,SAMBOAN,COUNCILOR,,"APELANIO, LITO",1CEBU,7915,19384
COTABATO,ALAMADA,COUNCILOR,,"CALIBARA, CHANTYLEE",NPC,16619,6785
COTABATO,ALEOSAN,COUNCILOR,,"CABAYA, JASON",LAKAS,11129,7542
COTABATO,ANTIPAS,COUNCILOR,,"CADUNGON, DADAY",LAKAS,10784,9069
COTABATO,ARAKAN,COUNCILOR,,"RUBINO, KR",LAKAS,15577,5778
COTABATO,BANISILAN,COUNCILOR,,"ALLADO, ANGEL",PMP,17390,8038
COTABATO,CARMEN,COUNCILOR,,"RIVERA, ALBERTO",PFP,28693,7797
COTABATO,CITY OF KIDAPAWAN,COUNCILOR,,"MALALUAN, DOC PHIL",PMP,38740,8809
COTABATO,KABACAN,COUNCILOR,,"GUZMAN, HERLO",PFP,27414,6532
COTABATO,LIBUNGAN,COUNCILOR,,"PADER, PATRICIA ROSE",NP,19427,7299
COTABATO,M'LANG,COUNCILOR,,"VILLASOR, DAVID",LDP,24190,9326
COTABATO,MAGPET,COUNCILOR,,"PROVIDA, ALVIN",NP,23823,9575
COTABATO,MAKILALA,COUNCILOR,,"CAOAGDAN, DIMPLE",LAKAS,36447,7039
COTABATO,MATALAM,COUNCILOR,,"VALDEVIESO, ARIEL",NPC,18654,8557
COTABATO,MIDSAYAP,COUNCILOR,,"ARAÑA, TWEETY",LDP,27356,5268
COTABATO,PIGKAWAYAN,COUNCILOR,,"DELA CALZADA, JEREMIAH",NPC,15532,6021
COTABATO,PIKIT,COUNCILOR,,"SULTAN, CHIN",LAKAS,25510,8303
COTABATO,PRESIDENT ROXAS,COUNCILOR,,"BENJAMIN, ATTY. BBLOU",LAKAS,15171,5525
COTABATO,TULUNAN,COUNCILOR,,"VILLAMOR, MAU",NP,18799,6293
DAVAO DE ORO,COMPOSTELA,COUNCILOR,,"ROMANO, ATTY. JO",PFP,33843,165235
DAVAO DE ORO,LAAK,COUNCILOR,,"LIBUANGAN, BAM",PFP,23999,164173
DAVAO DE ORO,MABINI,COUNCILOR,,"ABAN, ROMY",PFP,13863,164959
DAVAO DE ORO,MACO,COUNCILOR,,"PENIDO, JOEL",PFP,27716,166006
DAVAO DE ORO,MARAGUSAN,COUNCILOR,,"MANTOG, REY",LAKAS,19904,166792
DAVAO DE ORO,MAWAB,COUNCILOR,,"MILARAN, DAKU",LAKAS,12909,166530
DAVAO DE ORO,MONKAYO,COUNCILOR,,"CENIZA, MARY",LAKAS,37121,165749
DAVAO DE ORO,MONTEVISTA,COUNCILOR,,"TAPING, BEBE",LAKAS,14488,164714
DAVAO DE ORO,NABUNTURAN,COUNCILOR,,"BALILI, RODEL",PFP,27267,165485
DAVAO DE ORO,NEW BATAAN,COUNCILOR,,"MANABIT, JOHN CLYDE",LAKAS,18980,166268
DAVAO DE ORO,PANTUKAN,COUNCILOR,,"CABALLERO, JOAN",LAKAS,31849,164433
DAVAO DEL NORTE,ASUNCION,COUNCILOR,,"BINASBAS, DOK ROCKY",LAKAS,17124,173950
DAVAO DEL NORTE,BRAULIO E. DUJALI,COUNCILOR,,"TABIRAO, RESTIE",LAKAS,10849,171499
DAVAO DEL NORTE,CARMEN,COUNCILOR,,"BAHAGUE, CHRISTIAN",LAKAS,25391,172021
DAVAO DEL NORTE,CITY OF PANABO,COUNCILOR,,"RELAMPAGOS, BOSS JM",PFP,59321,171749
DAVAO DEL NORTE,CITY OF TAGUM,COUNCILOR,,"REVITA, LEO",LAKAS,79593,172299
DAVAO DEL NORTE,ISLAND GARDEN CITY OF SAMAL,COUNCILOR,,"DAVID, CLAVEL ANN",IND,17658,172847
DAVAO DEL NORTE,KAPALONG,COUNCILOR,,"QUESADA, KIM",PFP,21966,173411
DAVAO DEL NORTE,NEW CORELLA,COUNCILOR,,"FEDERISO, JOANN",PFP,17142,171225
DAVAO DEL NORTE,SAN ISIDRO,COUNCILOR,,"LLEVADO, DAISY",LAKAS,8272,172584
DAVAO DEL NORTE,SANTO TOMAS,COUNCILOR,,"ROLLAN, ANGKOL",LAKAS,23290,173691
DAVAO DEL NORTE,TALAINGOD,COUNCILOR,,"FUERTES, JOEL",PFP,6477,173139
DAVAO DEL SUR,BANSALAN,COUNCILOR,,"REYES, JERRY",NP,21239,174501
DAVAO DEL SUR,CITY OF DAVAO,COUNCILOR,,"DUTERTE, RODRIGO II",HTL,192324,175020
DAVAO DEL SUR,CITY OF DIGOS,COUNCILOR,,"CADILIG, EDDIE",IND,50141,176362
DAVAO DEL SUR,HAGONOY,COUNCILOR,,"NUÑEZ, HELEN",PMP,14496,176642
DAVAO DEL SUR,KIBLAWAN,COUNCILOR,,"CAMINERO, KUYA BENJIE",NP,13430,175579
DAVAO DEL SUR,MAGSAYSAY,COUNCILOR,,"AMBAYAN, ABETH",NPC,22683,176890
DAVAO DEL SUR,MALALAG,COUNCILOR,,"VALENTIN, PETER-VALTAN",NP,15557,174236
DAVAO DEL SUR,MATANAO,COUNCILOR,,"COYOCA, EL KAPITAN",NP,19009,174751
DAVAO DEL SUR,PADADA,COUNCILOR,,"DE LOS CIENTOS, JINGGOY",NP,10177,175841
DAVAO DEL SUR,SANTA CRUZ,COUNCILOR,,"UGDORACION, JUN-JUN",PMP,32310,176116
DAVAO DEL SUR,SULOP,COUNCILOR,,"MONDEJAR, SEBASTIAN JR.",NP,18079,175330
DAVAO OCCIDENTAL,DON MARCELINO,COUNCILOR,,"DE LA TORRE, CHAM CHAM",NPC,8866,170453
DAVAO OCCIDENTAL,JOSE ABAD SANTOS,COUNCILOR,,"MALAKI, PINKY",PFP,15484,170200
DAVAO OCCIDENTAL,MALITA,COUNCILOR,,"BAUTISTA, JEAN",PFP,33809,169944
DAVAO OCCIDENTAL,SANTA MARIA,COUNCILOR,,"VISTAL, BOPEL",NPC,22139,170712
DAVAO OCCIDENTAL,SARANGANI,COUNCILOR,,"GANTONGAN, RASID",NPC,6934,170962
DAVAO ORIENTAL,BAGANGA,COUNCILOR,,"BALUG, KAP LOLOY",LAKAS,19169,168647
DAVAO ORIENTAL,BANAYBANAY,COUNCILOR,,"SANLUCAN, RACQUEL",NP,15271,169159
DAVAO ORIENTAL,BOSTON,COUNCILOR,,"DE JESUS, JOHN DAVE",LAKAS,6780,168900
DAVAO ORIENTAL,CARAGA,COUNCILOR,,"PALMA GIL, MARLON",LAKAS,13563,167585
DAVAO ORIENTAL,CATEEL,COUNCILOR,,"SILVERIO, BOBOY",PFP,13837,168360
DAVAO ORIENTAL,CITY OF MATI,COUNCILOR,,"PANG, JR.",LAKAS,49372,167837
DAVAO ORIENTAL,GOVERNOR GENEROSO,COUNCILOR,,"VILLACERAN, JERUM",NP,18120,167042
DAVAO ORIENTAL,LUPON,COUNCILOR,,"QUIÑONES, JINGGAY",IND,30631,169420
DAVAO ORIENTAL,MANAY,COUNCILOR,,"DAYANGHIRANG, MAE",LAKAS,19502,168096
DAVAO ORIENTAL,SAN ISIDRO,COUNCILOR,,"MAMAC, JOEL",NP,12567,167313
DAVAO ORIENTAL,TARRAGONA,COUNCILOR,,"MANLABIAN, REM-REM",PFP,9667,169685
DINAGAT ISLANDS,BASILISA,COUNCILOR,,"TICOD, NORLITO",LAKAS,7171,253245
DINAGAT ISLANDS,CAGDIANAO,COUNCILOR,,"CHUA, ENG-ENG",IND,6536,252727
DINAGAT ISLANDS,DINAGAT,COUNCILOR,,"ANDOY, MARJUN",LAKAS,4935,253756
DINAGAT ISLANDS,LIBJO,COUNCILOR,,"BIORE, ALME",LAKAS,7182,252471
DINAGAT ISLANDS,LORETO,COUNCILOR,,"LIMPIOSO, NASSER JR",IND,4160,252986
DINAGAT ISLANDS,SAN JOSE,COUNCILOR,,"ANTIPOLO, CLICA",LAKAS,7794,254015
DINAGAT ISLANDS,TUBAJON,COUNCILOR,,"BACOL, RODERICK",AKBYN,2624,253490
EASTERN SAMAR,ARTECHE,COUNCILOR,,"RAMOS, THELMA",PFP,7006,191661
EASTERN SAMAR,BALANGIGA,COUNCILOR,,"DIASANTA, CHERRY ANN",TINGOG,5665,189586
EASTERN SAMAR,BALANGKAYAN,COUNCILOR,,"GESITE, DADIT",PFP,3751,192436
EASTERN SAMAR,CAN-AVID,COUNCILOR,,"SIGUAN, BIENVENIDO",PFP,10065,190621
EASTERN SAMAR,CITY OF BORONGAN,COUNCILOR,,"DAZA, ZEN",PFP,29896,193745
EASTERN SAMAR,DOLORES,COUNCILOR,,"ESPESO, HELEN",PFP,14150,191138
EASTERN SAMAR,GENERAL MACARTHUR,COUNCILOR,,"MIFLORES, JESSIE",PFP,5306,189330
EASTERN SAMAR,GIPORLOS,COUNCILOR,,"RAMIREZ, JESSE",PFP,5562,190881
EASTERN SAMAR,GUIUAN,COUNCILOR,,"KWAN, KINNA MAE",NP,23381,189072
EASTERN SAMAR,HERNANI,COUNCILOR,,"CANDIDO, WILMAR",PFP,4012,190088
EASTERN SAMAR,JIPAPAD,COUNCILOR,,"ADA, TONIO",PFP,3923,191905
EASTERN SAMAR,LAWAAN,COUNCILOR,,"DACUNO, JOEY",PFP,6075,192690
EASTERN SAMAR,LLORENTE,COUNCILOR,,"CODOY, NICK-NICK",PFP,6331,192178
EASTERN SAMAR,MASLOG,COUNCILOR,,"SANTIAGO, HERACLIO",PFP,2726,189844
EASTERN SAMAR,MAYDOLONG,COUNCILOR,,"BAJADO, JUN",PFP,5173,192956
EASTERN SAMAR,MERCEDES,COUNCILOR,,"SUMONO, JOHN DAVE",IND,2822,193492
EASTERN SAMAR,ORAS,COUNCILOR,,"MAESTRE, SAM",LAKAS,12160,191399
EASTERN SAMAR,QUINAPONDAN,COUNCILOR,,"AYHON, CHERRY",PFP,5804,190348
EASTERN SAMAR,SALCEDO,COUNCILOR,,"ABALORIO, MICHELLE",IND,6450,193992
EASTERN SAMAR,SAN JULIAN,COUNCILOR,,"CAMPANI, SIR ABE",TINGOG,5103,193209
GUIMARAS,BUENAVISTA,COUNCILOR,,"ESMAYA, PAUL",NUP,18142,363111
GUIMARAS,JORDAN,COUNCILOR,,"DELGADO, KATYA",NUP,17531,363878
GUIMARAS,NUEVA VALENCIA,COUNCILOR,,"GALILA, KAP JUN-JUN",NUP,16054,363365
GUIMARAS,SAN LORENZO,COUNCILOR,,"TAMAYOR, NENE JULIET",NUP,9743,362869
GUIMARAS,SIBUNAG,COUNCILOR,,"VILCHES, TATA",NUP,8037,363633
IFUGAO,AGUINALDO,COUNCILOR,,"CHANG-GOY, CHAMSON",NPC,8204,294031
IFUGAO,ALFONSO LISTA,COUNCILOR,,"BIWIT, ALVIN",IND,9419,295893
IFUGAO,ASIPULO,COUNCILOR,,"BUHONG, SANNY",IND,4275,293767
IFUGAO,BANAUE,COUNCILOR,,"IMMATONG, ROGELIO",IND,6959,294836
IFUGAO,HINGYON,COUNCILOR,,"BALLOGAN, IMMAYA",IND,3159,294558
IFUGAO,HUNGDUAN,COUNCILOR,,"GADDANG, BERNARD",IND,2724,296169
IFUGAO,KIANGAN,COUNCILOR,,"BUYUCCAN, CLARENCE",PFP,4833,294295
IFUGAO,LAGAWE,COUNCILOR,,"LUGLUG, JAN GULF",PDPLBN,6339,295634
IFUGAO,LAMUT,COUNCILOR,,"TAPO, EDGAR",PFP,8670,295105
IFUGAO,MAYOYAO,COUNCILOR,,"NACHEGPAN, CHRISTY",PFP,3876,296442
IFUGAO,TINOC,COUNCILOR,,"HUMAKEY, RANDY",NPC,4809,295368
ILOCOS NORTE,ADAMS,COUNCILOR,,"ANDRES, RYAN",NP,972,332746
ILOCOS NORTE,BACARRA,COUNCILOR,,"FERNANDEZ, PEPE",NP,9896,328976
ILOCOS NORTE,BADOC,COUNCILOR,,"TORRALBA, ROMNICK",NP,13608,333023
ILOCOS NORTE,BANGUI,COUNCILOR,,"GARVIDA, MYRNA",NP,6349,333523
ILOCOS NORTE,BANNA,COUNCILOR,,"ABADILLA, PAUL VINCENT",NP,8824,329979
ILOCOS NORTE,BURGOS,COUNCILOR,,"GERVACIO, GLENN JOY",NP,4938,332241
ILOCOS NORTE,CARASI,COUNCILOR,,"OPEÑA, JULIET",NP,895,333268
ILOCOS NORTE,CITY OF BATAC,COUNCILOR,,"PUNGTILAN, KICHEL",NP,22124,331485
ILOCOS NORTE,CITY OF LAOAG,COUNCILOR,,"BAQUIRAN, JAYBEE",NP,41162,329499
ILOCOS NORTE,CURRIMAO,COUNCILOR,,"SILAO, REUBEN",NP,4388,331992
ILOCOS NORTE,DINGRAS,COUNCILOR,,"PARADO, MELANIO III",NP,16908,330971
ILOCOS NORTE,DUMALNEG,COUNCILOR,,"ESPIRITU, JUSTINE",IND,1449,331732
ILOCOS NORTE,MARCOS,COUNCILOR,,"CALAOAGAN, NORMAN",NP,7882,330472
ILOCOS NORTE,NUEVA ERA,COUNCILOR,,"NAIRA, CATHY",NP,5100,329742
ILOCOS NORTE,PAGUDPUD,COUNCILOR,,"GARVIDA, MARIECEL",IND,11818,329238
ILOCOS NORTE,PAOAY,COUNCILOR,,"VALDEZ, EFREN",NP,7895,331232
ILOCOS NORTE,PASUQUIN,COUNCILOR,,"VALDEZ, IAN",IND,12426,332500
ILOCOS NORTE,PIDDIG,COUNCILOR,,"SALAZAR, PATRICK",NP,9588,333779
ILOCOS NORTE,PINILI,COUNCILOR,,"LABASAN, JEROME RJ",NP,9555,330231
ILOCOS NORTE,SAN NICOLAS,COUNCILOR,,"BUTAY, EFREN",NP,16656,330721
ILOCOS SUR,ALILEM,COUNCILOR,,"BANGAOIL, ARVIN",BILEG,2897,320976
ILOCOS SUR,BANAYOYO,COUNCILOR,,"GALANGA, VIRGILIO",BILEG,3308,319755
ILOCOS SUR,BANTAY,COUNCILOR,,"PRE, WILLY",BILEG,11187,318771
ILOCOS SUR,BURGOS,COUNCILOR,,"FABRIGAS, NANDING",BILEG,6306,321483
ILOCOS SUR,CABUGAO,COUNCILOR,,"SARMIENTO, ANGELO",BILEG,20751,320002
ILOCOS SUR,CAOAYAN,COUNCILOR,,"QUILANA, LINA",BILEG,7877,323222
ILOCOS SUR,CERVANTES,COUNCILOR,,"GABURNO, RODOLFO",BILEG,7453,322973
ILOCOS SUR,CITY OF CANDON,COUNCILOR,,"SINGSON, JIMBOY",BILEG,23892,319262
ILOCOS SUR,GALIMUYOD,COUNCILOR,,"POLLOSCO, WILSON",BILEG,4643,320251
ILOCOS SUR,GREGORIO DEL PILAR,COUNCILOR,,"ROUS, BOBBY",BILEG,1853,322236
ILOCOS SUR,LIDLIDDA,COUNCILOR,,"TAWALI, MARLANDER",BILEG,1912,319022
ILOCOS SUR,MAGSINGAL,COUNCILOR,,"TOMANENG, SHELLA MARIE",BILEG,13966,323466
ILOCOS SUR,NAGBUKEL,COUNCILOR,,"BAGUANG, VIRGILIO",BILEG,2751,321231
ILOCOS SUR,NARVACAN,COUNCILOR,,"VALERA, DEN",BILEG,15536,322732
ILOCOS SUR,QUIRINO,COUNCILOR,,"EWAGEN, CALVIN",IND,3472,321970
ILOCOS SUR,SALCEDO,COUNCILOR,,"LAZAN, MARIO",BILEG,5724,322476
ILOCOS SUR,SAN EMILIO,COUNCILOR,,"BANUA, BONGBONG",IND,3453,320487
ILOCOS SUR,SAN ESTEBAN,COUNCILOR,,"ELAYDO, BEVERLY",BILEG,4322,321721
ILOCOS SUR,SAN ILDEFONSO,COUNCILOR,,"PURISIMA, NONA",BILEG,4770,320734
ILOCOS SUR,SAN JUAN,COUNCILOR,,"SARMIENTO, BENJAMIN JR",BILEG,10651,319504
ILOILO,AJUY,COUNCILOR,,"TUPAS, NONOY MARK",PFP,14923,345436
ILOILO,ALIMODIAN,COUNCILOR,,"ALMACEN, DON-DON",NP,12316,346930
ILOILO,ANILAO,COUNCILOR,,"BUYCO, MARINA",NP,11680,344677
ILOILO,BADIANGAN,COUNCILOR,,"ABOGADA, APANG",NP,9077,345175
ILOILO,BALASAN,COUNCILOR,,"GANZON, BEBE",NPC,11669,345932
ILOILO,BANATE,COUNCILOR,,"BACOS, VIC-VIC",NP,11529,346683
ILOILO,BAROTAC NUEVO,COUNCILOR,,"DEMAISIP, GEORGE",NP,20792,347441
ILOILO,BAROTAC VIEJO,COUNCILOR,,"ENGADA, LETLET",LAKAS,15260,347695
ILOILO,BATAD,COUNCILOR,,"PACARDO, SIR TAWI",PFP,7420,347193
ILOILO,BINGAWAN,COUNCILOR,,"CASTROVERDE, TOTO RAM-RAM",LP,4801,348712
ILOILO,CABATUAN,COUNCILOR,,"LAMPARERO, ATTY JOM",PFP,16896,348962
ILOILO,CALINOG,COUNCILOR,,"CENTINA, TOTO RUEL",PFP,19238,345676
ILOILO,CARLES,COUNCILOR,,"TUPAS, MERLE",PFP,20567,348210
ILOILO,CONCEPCION,COUNCILOR,,"SALCEDO, TOTO SJ",LAKAS,14788,344183
ILOILO,DINGLE,COUNCILOR,,"BUGNA, EDUARDO",IND,12614,348453
ILOILO,DUEÑAS,COUNCILOR,,"PAMA, PIA JUNE",NP,11659,347954
ILOILO,DUMANGAS,COUNCILOR,,"DIASNES, DOC CARLO",IND,28075,346181
ILOILO,ESTANCIA,COUNCILOR,,"BISA, KIM",LAKAS,16545,344926
ILOILO,GUIMBAL,COUNCILOR,,"SUYAO-LUJAN, MARY ANN",LAKAS,15394,346440
ILOILO,IGBARAS,COUNCILOR,,"ESPIN, ITIK",IND,9804,344432
ISABELA,ALICIA,COUNCILOR,,"GO, MIKO",NPC,28727,229875
ISABELA,ANGADANAN,COUNCILOR,,"SIQUIAN, DONG",NPC,15191,228175
ISABELA,AURORA,COUNCILOR,,"ALIVIA, NORMAN",PFP,14700,227921
ISABELA,BENITO SOLIVEN,COUNCILOR,,"AZUR, ROSE JANE",PFP,12979,230619
ISABELA,BURGOS,COUNCILOR,,"UY, MAY ANGELA",PFP,10095,231883
