region,province,city,district,position,candidate_name,party,votes
REGION I,PANGASINAN,BAYAMBANG,LONE,COUNCILOR,"JUNIO, BOYING (IND)",IND,35593
REGION I,PANGASINAN,BAYAMBANG,LONE,COUNCILOR,"RAMOS, JOSEPH VINCENT (IND)",IND,28577
REGION I,PANGASINAN,BAYAMBANG,LONE,COUNCILOR,"DUMALANTA, PHILIP (NPC)",UNA,26590
REGION I,PANGASINAN,BAYAMBANG,LONE,COUNCILOR,"DE VERA, BENJIE (IND)",IND,24524
REGION I,PANGASINAN,BAYAMBANG,LONE,COUNCILOR,"ANGELES, JUNIE (IND)",IND,23262
REGION I,PANGASINAN,BAYAMBANG,LONE,COUNCILOR,"TERRADO, MARTIN 2ND (IND)",IND,23007
REGION I,PANGASINAN,BAYAMBANG,LONE,COUNCILOR,"DE VERA, CATHY (AKSYON)",AKSYON,22838
REGION I,PANGASINAN,BAYAMBANG,LONE,COUNCILOR,"JUNIO, AMORY (IND)",IND,19379
REGION I,PANGASINAN,BINALONAN,LONE,COUNCILOR,"CABURNAY, JOSIE (IND)",IND,15212
REGION I,PANGASINAN,BINALONAN,LONE,COUNCILOR,"PATAWARAN, CJ (IND)",IND,13645
REGION I,PANGASINAN,BINALONAN,LONE,COUNCILOR,"BAUTISTA, NOEL (IND)",IND,13370
REGION I,PANGASINAN,BINALONAN,LONE,COUNCILOR,"LEGASPI, RAFAEL JR. (IND)",IND,12363
REGION I,PANGASINAN,BINALONAN,LONE,COUNCILOR,"GOTOC, RYAN (UNA)",UNA,11505
REGION I,PANGASINAN,BINALONAN,LONE,COUNCILOR,"BAYBAYAN, MONET (IND)",IND,11071
REGION I,PANGASINAN,BINALONAN,LONE,COUNCILOR,"ARADANAS, JERRY (IND)",IND,10990
REGION I,PANGASINAN,BINALONAN,LONE,COUNCILOR,"TAMBO, LORENZO (IND)",IND,9331
REGION I,PANGASINAN,BINMALEY,LONE,COUNCILOR,"FERRER, ANDONG (UNA)",UNA,28552
REGION I,PANGASINAN,BINMALEY,LONE,COUNCILOR,"SALAZAR, VIOLETA (UNA)",UNA,27943
REGION I,PANGASINAN,BINMALEY,LONE,COUNCILOR,"VALERIO, VISMARK (UNA)",UNA,26027
REGION I,PANGASINAN,BINMALEY,LONE,COUNCILOR,"ALIPIO, ANANG (UNA)",UNA,25531
REGION I,PANGASINAN,BINMALEY,LONE,COUNCILOR,"DELOS ANGELES, BANONG III (UNA)",UNA,25258
REGION I,PANGASINAN,BINMALEY,LONE,COUNCILOR,"CARRERA, JOSE (UNA)",UNA,22094
REGION I,PANGASINAN,BINMALEY,LONE,COUNCILOR,"FRANCISCO, FRANCO (LP)",LP,21096
REGION I,PANGASINAN,BINMALEY,LONE,COUNCILOR,"BAUTISTA, JOCELYN (UNA)",UNA,16157
REGION I,PANGASINAN,BOLINAO,LONE,COUNCILOR,"CELESTE, GEORGE (IND)",IND,20139
REGION I,PANGASINAN,BOLINAO,LONE,COUNCILOR,"CAMBA, AMIN (IND)",IND,15242
REGION I,PANGASINAN,BOLINAO,LONE,COUNCILOR,"DELA CRUZ, JR (IND)",IND,15111
REGION I,PANGASINAN,BOLINAO,LONE,COUNCILOR,"ABAD, CAROLINA (IND)",IND,15017
REGION I,PANGASINAN,BOLINAO,LONE,COUNCILOR,"CAASI, JOVEN (IND)",IND,14728
REGION I,PANGASINAN,BOLINAO,LONE,COUNCILOR,"QUISAY, LADIE (IND)",IND,12139
REGION I,PANGASINAN,BOLINAO,LONE,COUNCILOR,"CASTELLANO, AMBI (IND)",IND,10729
REGION I,PANGASINAN,BOLINAO,LONE,COUNCILOR,"CAASI, GENE (IND)",IND,9985
REGION I,PANGASINAN,BUGALLON,LONE,COUNCILOR,"TANDOC, WINSTON (AKSYON)",AKSYON,18318
REGION I,PANGASINAN,BUGALLON,LONE,COUNCILOR,"TANIGUE, ERNESTO (AKSYON)",AKSYON,17646
REGION I,PANGASINAN,BUGALLON,LONE,COUNCILOR,"OCSAN, RAMIE (AKSYON)",AKSYON,16326
REGION I,PANGASINAN,BUGALLON,LONE,COUNCILOR,"CUISON, MARLON (AKSYON)",AKSYON,16107
REGION I,PANGASINAN,BUGALLON,LONE,COUNCILOR,"MADRIGUERA, ROGELIO (AKSYON)",AKSYON,14492
REGION I,PANGASINAN,BUGALLON,LONE,COUNCILOR,"CANULLAS, GEMMA (AKSYON)",AKSYON,14485
REGION I,PANGASINAN,BUGALLON,LONE,COUNCILOR,"DE VERA, BERNARDO SR. (NPC)",NPC,12539
REGION I,PANGASINAN,BUGALLON,LONE,COUNCILOR,"DE GUZMAN, AISLINN (LP)",LP,12512
REGION I,PANGASINAN,BURGOS,LONE,COUNCILOR,"VALENZUELA, JESSTER ALLAN (IND)",IND,6155
REGION I,PANGASINAN,BURGOS,LONE,COUNCILOR,"REYES, VICTOR REGAM (NPC)",NPC,5159
REGION I,PANGASINAN,BURGOS,LONE,COUNCILOR,"BALISALISA, RONIE (NPC)",NPC,4782
REGION I,PANGASINAN,BURGOS,LONE,COUNCILOR,"BONODE, JUDETH (NPC)",NPC,4733
REGION I,PANGASINAN,BURGOS,LONE,COUNCILOR,"NAVAL, ANTONIO (NPC)",NPC,4448
REGION I,PANGASINAN,BURGOS,LONE,COUNCILOR,"GINES, ODDY (NPC)",NPC,4162
REGION I,PANGASINAN,BURGOS,LONE,COUNCILOR,"NACORDA, LYNDON (NPC)",NPC,4030
REGION I,PANGASINAN,BURGOS,LONE,COUNCILOR,"ROSETE, GERARDO (NPC)",NPC,3869
REGION I,PANGASINAN,CALASIAO,LONE,COUNCILOR,"MESINA, MAHADEVA DAS (LP)",LP,31558
REGION I,PANGASINAN,CALASIAO,LONE,COUNCILOR,"ACOSTA, JB (LP)",LP,24820
REGION I,PANGASINAN,CALASIAO,LONE,COUNCILOR,"TORIO, DENNIS (NPC)",NPC,24682
REGION I,PANGASINAN,CALASIAO,LONE,COUNCILOR,"NAVARRO, JERALD (NPC)",NPC,22335
REGION I,PANGASINAN,CALASIAO,LONE,COUNCILOR,"GABRILLO, JEROME (NPC)",NPC,22071
REGION I,PANGASINAN,CALASIAO,LONE,COUNCILOR,"DATUIN, MANNY (UNA)",UNA,21675
REGION I,PANGASINAN,CALASIAO,LONE,COUNCILOR,"DE VERA, FELIPE (LP)",LP,20677
REGION I,PANGASINAN,CALASIAO,LONE,COUNCILOR,"AFICIAL, GERALD (NPC)",NPC,19820
REGION I,PANGASINAN,DAGUPAN,LONE,COUNCILOR,"FERNANDEZ, MAYBELYN (LP)",LP,47848
REGION I,PANGASINAN,DAGUPAN,LONE,COUNCILOR,"SAMSON, LUIS CHITO JR. (NPC)",NPC,46544
REGION I,PANGASINAN,DAGUPAN,LONE,COUNCILOR,"ERFE-MEJIA, REDFORD (NP)",NP,45955
REGION I,PANGASINAN,DAGUPAN,LONE,COUNCILOR,"CANTO, DENNIS (LP)",LP,45882
REGION I,PANGASINAN,DAGUPAN,LONE,COUNCILOR,"COQUIA, ALVIN (LP)",LP,44769
REGION I,PANGASINAN,DAGUPAN,LONE,COUNCILOR,"AQUINO, NICK (IND)",IND,43313
REGION I,PANGASINAN,DAGUPAN,LONE,COUNCILOR,"TAMAYO, ATTY. JOEY (LP)",LP,43230
REGION I,PANGASINAN,DAGUPAN,LONE,COUNCILOR,"SEEN, JESLITO (LP)",LP,42840
REGION I,PANGASINAN,DASOL,LONE,COUNCILOR,"GABUYO, ARNEL (NPC)",NPC,10071
REGION I,PANGASINAN,DASOL,LONE,COUNCILOR,"CARRERA, MARK (KBL)",KBL,9693
REGION I,PANGASINAN,DASOL,LONE,COUNCILOR,"ESPINOSA, NELSON (KBL)",KBL,8526
REGION I,PANGASINAN,DASOL,LONE,COUNCILOR,"BUSTAMANTE-RIAZA, DRALORET (KBL)",KBL,8255
REGION I,PANGASINAN,DASOL,LONE,COUNCILOR,"MORADO, EDWIN (KBL)",KBL,7911
REGION I,PANGASINAN,DASOL,LONE,COUNCILOR,"GARCIA, RICHARD (KBL)",KBL,7868
REGION I,PANGASINAN,DASOL,LONE,COUNCILOR,"ABELLA, OPAW (KBL)",KBL,7189
REGION I,PANGASINAN,DASOL,LONE,COUNCILOR,"NACAR, BIDONG (NPC)",NPC,6997
REGION I,PANGASINAN,INFANTA,LONE,COUNCILOR,"DARAGAY, LUZ (LP)",LP,5548
REGION I,PANGASINAN,INFANTA,LONE,COUNCILOR,"SORIANO, ERDOLFA (NPC)",NPC,5304
REGION I,PANGASINAN,INFANTA,LONE,COUNCILOR,"MADARANG, LUIS (NPC)",NPC,5293
REGION I,PANGASINAN,INFANTA,LONE,COUNCILOR,"DIAZ, BOYET (LP)",LP,5154
REGION I,PANGASINAN,INFANTA,LONE,COUNCILOR,"LEGASPI, YOLANDA (NPC)",NPC,5033
REGION I,PANGASINAN,INFANTA,LONE,COUNCILOR,"NAVAJAS, REMEDIOS (LP)",LP,4979
REGION I,PANGASINAN,INFANTA,LONE,COUNCILOR,"MELANIO, JEROME (NPC)",NPC,4970
REGION I,PANGASINAN,INFANTA,LONE,COUNCILOR,"MAS, MAC (NPC)",NPC,4910
REGION I,PANGASINAN,LABRADOR,LONE,COUNCILOR,"PANSOY, CANILANG (NPC)",NPC,8879
REGION I,PANGASINAN,LABRADOR,LONE,COUNCILOR,"VINOYA, GEORGE (IND)",IND,7619
REGION I,PANGASINAN,LABRADOR,LONE,COUNCILOR,"USON, NOEL (IND)",IND,7075
REGION I,PANGASINAN,LABRADOR,LONE,COUNCILOR,"SISON, SIMACO (NPC)",NPC,7023
REGION I,PANGASINAN,LABRADOR,LONE,COUNCILOR,"MISLANG, LOU (NPC)",NPC,6907
REGION I,PANGASINAN,LABRADOR,LONE,COUNCILOR,"ARENAS-NABUA, DAISY (NPC)",NPC,6692
REGION I,PANGASINAN,LABRADOR,LONE,COUNCILOR,"VALENCIA, AJIE (NPC)",NPC,5896
REGION I,PANGASINAN,LABRADOR,LONE,COUNCILOR,"CAMACHO, MARK (NPC)",NPC,5651
REGION I,PANGASINAN,LAOAC,LONE,COUNCILOR,"CELINO, ANDREW (NPC)",NPC,8319
REGION I,PANGASINAN,LAOAC,LONE,COUNCILOR,"CAMPOS, CIPRIANO (NPC)",NPC,8277
REGION I,PANGASINAN,LAOAC,LONE,COUNCILOR,"TORRALBA, ROMEO JR. (NPC)",NPC,7950
REGION I,PANGASINAN,LAOAC,LONE,COUNCILOR,"REBUGIO, EDELYN (NPC)",NPC,7826
REGION I,PANGASINAN,LAOAC,LONE,COUNCILOR,"RETUTA, EDUARDO (NPC)",NPC,7765
REGION I,PANGASINAN,LAOAC,LONE,COUNCILOR,"OLANDE, ELENO (NPC)",NPC,7670
REGION I,PANGASINAN,LAOAC,LONE,COUNCILOR,"SORIANO, RENATO SR. (NPC)",NPC,7590
REGION I,PANGASINAN,LAOAC,LONE,COUNCILOR,"ALARCIO, JUNSKI (NPC)",NPC,7211
REGION I,PANGASINAN,LINGAYEN,LONE,COUNCILOR,"VARGAS, JUDAY (LP)",LP,26784
REGION I,PANGASINAN,LINGAYEN,LONE,COUNCILOR,"MALICDEM, MAC DEXTER (LP)",LP,22642
REGION I,PANGASINAN,LINGAYEN,LONE,COUNCILOR,"BERNAL, RANDALL (NPC)",NPC,22593
REGION I,PANGASINAN,LINGAYEN,LONE,COUNCILOR,"ARCINUE, JC (LP)",LP,22076
REGION I,PANGASINAN,LINGAYEN,LONE,COUNCILOR,"GONZALES, SHEILA (NPC)",NPC,21759
REGION I,PANGASINAN,LINGAYEN,LONE,COUNCILOR,"MOROSI, ROD (LP)",LP,20902
REGION I,PANGASINAN,LINGAYEN,LONE,COUNCILOR,"VERZOSA-MENESES, MAAN (IND)",IND,19562
REGION I,PANGASINAN,LINGAYEN,LONE,COUNCILOR,"FERRER, RICARDO (NPC)",NPC,18090
REGION I,PANGASINAN,MABINI,LONE,COUNCILOR,"BONALOS, DARIUS (LP)",LP,7564
REGION I,PANGASINAN,MABINI,LONE,COUNCILOR,"BOLING, ROMEO JR. (LP)",LP,6385
REGION I,PANGASINAN,MABINI,LONE,COUNCILOR,"LUZARAN, ALMA (NPC)",NPC,6197
REGION I,PANGASINAN,MABINI,LONE,COUNCILOR,"BARCELONA, CHRISTIAN ZEUS (NPC)",NPC,5314
REGION I,PANGASINAN,MABINI,LONE,COUNCILOR,"MALALIS, RENILLO (LP)",LP,5172
REGION I,PANGASINAN,MABINI,LONE,COUNCILOR,"CRISOLO, EMMANUEL (LP)",LP,5083
REGION I,PANGASINAN,MABINI,LONE,COUNCILOR,"ESTRADA, JERIC (NPC)",NPC,4788
REGION I,PANGASINAN,MABINI,LONE,COUNCILOR,"CAMPOS, DANILO JR. (NPC)",NPC,3706
REGION I,PANGASINAN,MALASIQUI,LONE,COUNCILOR,"CAPUA, CRISPIN (AKSYON)",AKSYON,26715
REGION I,PANGASINAN,MALASIQUI,LONE,COUNCILOR,"VELORIA, DR. ED (AKSYON)",AKSYON,26055
REGION I,PANGASINAN,MALASIQUI,LONE,COUNCILOR,"ESPINOZA, KAP TONY (AKSYON)",AKSYON,24933
REGION I,PANGASINAN,MALASIQUI,LONE,COUNCILOR,"SANCHEZ, ROLLIN (AKSYON)",AKSYON,24251
REGION I,PANGASINAN,MALASIQUI,LONE,COUNCILOR,"LAFORTEZA, LARRY (AKSYON)",AKSYON,23881
REGION I,PANGASINAN,MALASIQUI,LONE,COUNCILOR,"DOMANTAY, ERIK BRIAN (NPC)",NPC,23439
REGION I,PANGASINAN,MALASIQUI,LONE,COUNCILOR,"BALLESTEROS, RONORICK (AKSYON)",AKSYON,23295
REGION I,PANGASINAN,MALASIQUI,LONE,COUNCILOR,"AUSTRIA, RODITO (NPC)",NPC,23193
REGION I,PANGASINAN,MANAOAG,LONE,COUNCILOR,"ROSARIO, UNCLE DOODS (LP)",LP,19805
REGION I,PANGASINAN,MANAOAG,LONE,COUNCILOR,"CHU TAN, BALOT (LP)",LP,17406
REGION I,PANGASINAN,MANAOAG,LONE,COUNCILOR,"DE VERA, DOC NEMO (LP)",LP,17297
REGION I,PANGASINAN,MANAOAG,LONE,COUNCILOR,"PALAGANAS, PEDRO JR. (LP)",LP,15626
REGION I,PANGASINAN,MANAOAG,LONE,COUNCILOR,"CALIZO, WILSON (LP)",LP,15511
REGION I,PANGASINAN,MANAOAG,LONE,COUNCILOR,"BAUTISTA, RAMON JR. (NPC)",NPC,14877
REGION I,PANGASINAN,MANAOAG,LONE,COUNCILOR,"ARENAS-BLANCO, ANNA LYN (NPC)",NPC,14484
REGION I,PANGASINAN,MANAOAG,LONE,COUNCILOR,"DE GUZMAN, CRIS (LP)",LP,13768
REGION I,PANGASINAN,MANGALDAN,LONE,COUNCILOR,"ABALOS, BABY (LP)",LP,24222
REGION I,PANGASINAN,MANGALDAN,LONE,COUNCILOR,"CERA, JOSEPH (IND)",IND,23768
REGION I,PANGASINAN,MANGALDAN,LONE,COUNCILOR,"QUINTO, DR. JOJO (NPC)",NPC,22520
REGION I,PANGASINAN,MANGALDAN,LONE,COUNCILOR,"DE GUZMAN, TRISH (NPC)",NPC,22316
REGION I,PANGASINAN,MANGALDAN,LONE,COUNCILOR,"SORIANO, KAP FREDI (LP)",LP,21924
REGION I,PANGASINAN,MANGALDAN,LONE,COUNCILOR,"CABRERA, ATTY. JOHNNY (LP)",LP,15762
REGION I,PANGASINAN,MANGALDAN,LONE,COUNCILOR,"CERVAS, BERNABE (NPC)",NPC,14794
REGION I,PANGASINAN,MANGALDAN,LONE,COUNCILOR,"FABIA, ARNEL (LP)",LP,13601
REGION I,PANGASINAN,MANGATAREM,LONE,COUNCILOR,"PUNZAL, MICHAEL MON (NPC)",NPC,10615
REGION I,PANGASINAN,MANGATAREM,LONE,COUNCILOR,"PARAGAS, HARLEY (NPC)",NPC,9757
REGION I,PANGASINAN,MANGATAREM,LONE,COUNCILOR,"PETACA, NAPOLEON (IND)",IND,9535
REGION I,PANGASINAN,MANGATAREM,LONE,COUNCILOR,"REFORMADO, JON-JON (NPC)",NPC,9176
REGION I,PANGASINAN,MANGATAREM,LONE,COUNCILOR,"CABORNAY, CESAR (NPC)",NPC,8374
REGION I,PANGASINAN,MANGATAREM,LONE,COUNCILOR,"CALICDAN, NAPOLEON III (NPC)",NPC,8329
REGION I,PANGASINAN,MANGATAREM,LONE,COUNCILOR,"PASTOR, RICARDO JR. (LP)",LP,8189
REGION I,PANGASINAN,MANGATAREM,LONE,COUNCILOR,"CRUZ, JOEL (IND)",IND,7193
REGION I,PANGASINAN,MAPANDAN,LONE,COUNCILOR,"PENULIAR, DOOY (NPC)",NPC,10224
REGION I,PANGASINAN,MAPANDAN,LONE,COUNCILOR,"ACEDERA, MINERVA (NPC)",NPC,9257
REGION I,PANGASINAN,MAPANDAN,LONE,COUNCILOR,"PERIA, VIVIEN (NPC)",NPC,8908
REGION I,PANGASINAN,MAPANDAN,LONE,COUNCILOR,"TAMAYO, DACK (KBL)",KBL,8823
REGION I,PANGASINAN,MAPANDAN,LONE,COUNCILOR,"DE VERA, LUIGI (NPC)",NPC,8819
REGION I,PANGASINAN,MAPANDAN,LONE,COUNCILOR,"BIAGTAN, LEOPOLDO (KBL)",KBL,8707
REGION I,PANGASINAN,MAPANDAN,LONE,COUNCILOR,"AQUINO, JIMMY (NPC)",NPC,8017
REGION I,PANGASINAN,MAPANDAN,LONE,COUNCILOR,"EDEN, MAMERTO JR. (NPC)",NPC,7485
REGION I,PANGASINAN,NATIVIDAD,LONE,COUNCILOR,"DE GUZMAN, KEITH (IND)",IND,6859
REGION I,PANGASINAN,NATIVIDAD,LONE,COUNCILOR,"BRIONES, PASTOR (IND)",IND,6619
REGION I,PANGASINAN,NATIVIDAD,LONE,COUNCILOR,"SUPNET, ANDRING (LP)",LP,6291
REGION I,PANGASINAN,NATIVIDAD,LONE,COUNCILOR,"ALAP, VIRGIE (IND)",IND,6094
REGION I,PANGASINAN,NATIVIDAD,LONE,COUNCILOR,"RAFAEL, ROSE ANN (NPC)",NPC,6084
REGION I,PANGASINAN,NATIVIDAD,LONE,COUNCILOR,"CARILLO, NORA (LP)",LP,5529
REGION I,PANGASINAN,NATIVIDAD,LONE,COUNCILOR,"ZARAGOZA, ROWENA (PDPLBN)",PDP LABAN,5157
REGION I,PANGASINAN,NATIVIDAD,LONE,COUNCILOR,"LIBERATO, EMY (IND)",IND,5023
REGION I,PANGASINAN,POZORRUBIO,LONE,COUNCILOR,"SALCEDO, ERNESTO III (IND)",IND,17381
REGION I,PANGASINAN,POZORRUBIO,LONE,COUNCILOR,"REYES, REYNALDO (NPC)",NPC,15497
REGION I,PANGASINAN,POZORRUBIO,LONE,COUNCILOR,"BALELO, MAXIMIANO (LP)",LP,14282
REGION I,PANGASINAN,POZORRUBIO,LONE,COUNCILOR,"ABALOS, MIGUEL (LAKAS)",LAKAS CMD,14280
REGION I,PANGASINAN,POZORRUBIO,LONE,COUNCILOR,"CARIÑO, DIOMEDES (NPC)",NPC,14223
REGION I,PANGASINAN,POZORRUBIO,LONE,COUNCILOR,"MAGNO, REYNALDO III (NPC)",NPC,13850
REGION I,PANGASINAN,POZORRUBIO,LONE,COUNCILOR,"ESTARIS, JOVITO JR. (LAKAS)",LAKAS CMD,13553
REGION I,PANGASINAN,POZORRUBIO,LONE,COUNCILOR,"SALCEDO, MELECIO JR. (LP)",LP,11861
REGION I,PANGASINAN,ROSALES,LONE,COUNCILOR,"COSUE, ENRIQUE JR. (NPC)",NPC,18064
REGION I,PANGASINAN,ROSALES,LONE,COUNCILOR,"CEZAR, LIAM (NPC)",NPC,17461
REGION I,PANGASINAN,ROSALES,LONE,COUNCILOR,"TAGALICUD, MULONG (NPC)",NPC,16677
REGION I,PANGASINAN,ROSALES,LONE,COUNCILOR,"QUIAMBAO, MANOLO (NPC)",NPC,16453
REGION I,PANGASINAN,ROSALES,LONE,COUNCILOR,"REVITA, PATRICK (LP)",LP,14010
REGION I,PANGASINAN,ROSALES,LONE,COUNCILOR,"YU, REYMOND (NPC)",NPC,13769
REGION I,PANGASINAN,ROSALES,LONE,COUNCILOR,"LICUDO, LEON JR. (NPC)",NPC,13202
REGION I,PANGASINAN,ROSALES,LONE,COUNCILOR,"MEIMBAN, ARMAND (LP)",LP,11866
REGION I,PANGASINAN,SAN CARLOS,LONE,COUNCILOR,"LOMBOY, JONATHAN (KBL)",KBL,42057
REGION I,PANGASINAN,SAN CARLOS,LONE,COUNCILOR,"FERMIN, ELPIDIO JR. (NPC)",NPC,40520
REGION I,PANGASINAN,SAN CARLOS,LONE,COUNCILOR,"RESUELLO, JOSHUA (NPC)",NPC,39738
REGION I,PANGASINAN,SAN CARLOS,LONE,COUNCILOR,"BANAAG, ORLANDO JR. (NPC)",NPC,39259
REGION I,PANGASINAN,SAN CARLOS,LONE,COUNCILOR,"CASTRO, ALBERTO (NPC)",NPC,35712
REGION I,PANGASINAN,SAN CARLOS,LONE,COUNCILOR,"MILLORA, SAMUEL (AKSYON)",AKSYON,35493
REGION I,PANGASINAN,SAN CARLOS,LONE,COUNCILOR,"DE GUZMAN, RUBY (NPC)",NPC,35487
REGION I,PANGASINAN,SAN CARLOS,LONE,COUNCILOR,"JARILLO, GERARDO (NPC)",NPC,35332
REGION I,PANGASINAN,SAN FABIAN,LONE,COUNCILOR,"DE GUZMAN, MARINOR (LP)",LP,25063
REGION I,PANGASINAN,SAN FABIAN,LONE,COUNCILOR,"IBASAN, FINA (LP)",LP,20695
REGION I,PANGASINAN,SAN FABIAN,LONE,COUNCILOR,"NARVASA, NESTOR (IND)",IND,16551
REGION I,PANGASINAN,SAN FABIAN,LONE,COUNCILOR,"RAPALLO, MELODY (LP)",LP,16216
REGION I,PANGASINAN,SAN FABIAN,LONE,COUNCILOR,"ABRIO, RIEMZIE (NPC)",NPC,15224
REGION I,PANGASINAN,SAN FABIAN,LONE,COUNCILOR,"QUIRIMIT, ROBERTO (LP)",LP,13870
REGION I,PANGASINAN,SAN FABIAN,LONE,COUNCILOR,"MAGLIBA, DELMUNDO (LP)",LP,13731
REGION I,PANGASINAN,SAN FABIAN,LONE,COUNCILOR,"CODILLA, LIZA (NPC)",NPC,11737
REGION I,PANGASINAN,SAN JACINTO,LONE,COUNCILOR,"ASPIRAS, SAMUEL (LP)",LP,10914
REGION I,PANGASINAN,SAN JACINTO,LONE,COUNCILOR,"ABAOAG, SAMUEL (LP)",LP,10777
REGION I,PANGASINAN,SAN JACINTO,LONE,COUNCILOR,"ELLASUS, REMUS (LP)",LP,10617
REGION I,PANGASINAN,SAN JACINTO,LONE,COUNCILOR,"VISPERAS, BENJAMIN (LP)",LP,10570
REGION I,PANGASINAN,SAN JACINTO,LONE,COUNCILOR,"BARCEL, WILFREDO (LP)",LP,10387
REGION I,PANGASINAN,SAN JACINTO,LONE,COUNCILOR,"OGOY, MANUEL (LP)",LP,10257
REGION I,PANGASINAN,SAN JACINTO,LONE,COUNCILOR,"DEL ROSARIO, WILFREDA (AKSYON)",AKSYON,10090
REGION I,PANGASINAN,SAN JACINTO,LONE,COUNCILOR,"ABARCAR, JOURDAN (LP)",LP,9221
REGION I,PANGASINAN,SAN MANUEL,LONE,COUNCILOR,"PEREZ, SHEILA MARIE (NPC)",NPC,16191
REGION I,PANGASINAN,SAN MANUEL,LONE,COUNCILOR,"CAUTON, JANET (NPC)",NPC,14756
REGION I,PANGASINAN,SAN MANUEL,LONE,COUNCILOR,"MORDEN, ELIZABETH (NPC)",NPC,14624
REGION I,PANGASINAN,SAN MANUEL,LONE,COUNCILOR,"ABADES, MILTON (IND)",IND,13785
REGION I,PANGASINAN,SAN MANUEL,LONE,COUNCILOR,"DE LEON, RAGSAC (NPC)",NPC,13469
REGION I,PANGASINAN,SAN MANUEL,LONE,COUNCILOR,"PEREZ, PANCHO JR. (NPC)",NPC,13202
REGION I,PANGASINAN,SAN MANUEL,LONE,COUNCILOR,"SABATER, DANNY (NPC)",NPC,12927
REGION I,PANGASINAN,SAN MANUEL,LONE,COUNCILOR,"GORDOVEZ, GLENFORD (NPC)",NPC,12175
REGION I,PANGASINAN,SAN NICOLAS,LONE,COUNCILOR,"BRAVO, ALVIN (AKSYON)",AKSYON,10993
REGION I,PANGASINAN,SAN NICOLAS,LONE,COUNCILOR,"OPERAÑA, MARICON (NPC)",NPC,10760
REGION I,PANGASINAN,SAN NICOLAS,LONE,COUNCILOR,"SALDIVAR, DJANGO (NPC)",NPC,9142
REGION I,PANGASINAN,SAN NICOLAS,LONE,COUNCILOR,"TENERIFE, EFREN (NPC)",NPC,8849
REGION I,PANGASINAN,SAN NICOLAS,LONE,COUNCILOR,"BIBAT, PEDRELITO (NPC)",NPC,8618
REGION I,PANGASINAN,SAN NICOLAS,LONE,COUNCILOR,"MARZO, MARIO (NPC)",NPC,8099
REGION I,PANGASINAN,SAN NICOLAS,LONE,COUNCILOR,"RODRIGO, JONES (AKSYON)",AKSYON,7239
REGION I,PANGASINAN,SAN NICOLAS,LONE,COUNCILOR,"FLORENTIN, FRANCO (NPC)",NPC,6917
REGION I,PANGASINAN,SAN QUINTIN,LONE,COUNCILOR,"CALIMLIM, ORLANDO (AKSYON)",AKSYON,10784
REGION I,PANGASINAN,SAN QUINTIN,LONE,COUNCILOR,"VIADO, ALEXIS RINOSO (IND)",IND,10408
REGION I,PANGASINAN,SAN QUINTIN,LONE,COUNCILOR,"DELACRUZ, ROSEMARIE (LP)",LP,10161
REGION I,PANGASINAN,SAN QUINTIN,LONE,COUNCILOR,"FERRERIA, ARIEL (NPC)",NPC,9899
REGION I,PANGASINAN,SAN QUINTIN,LONE,COUNCILOR,"RAMIREZ, RANDY (LP)",LP,9895
REGION I,PANGASINAN,SAN QUINTIN,LONE,COUNCILOR,"TIU, JUN JUN (AKSYON)",AKSYON,9642
REGION I,PANGASINAN,SAN QUINTIN,LONE,COUNCILOR,"REYES, FIDEL (LP)",LP,9006
REGION I,PANGASINAN,SAN QUINTIN,LONE,COUNCILOR,"ANDRES, WILMA (LP)",LP,8252
REGION I,PANGASINAN,SANTA BARBARA,LONE,COUNCILOR,"TORIO, KAP TORIO (LP)",LP,20488
REGION I,PANGASINAN,SANTA BARBARA,LONE,COUNCILOR,"BARBIRAN, BOBBY (NPC)",NPC,20137
REGION I,PANGASINAN,SANTA BARBARA,LONE,COUNCILOR,"DE GUZMAN, OK OK (LP)",LP,18388
REGION I,PANGASINAN,SANTA BARBARA,LONE,COUNCILOR,"DALOPE, ELEAZAR (NPC)",NPC,18335
REGION I,PANGASINAN,SANTA BARBARA,LONE,COUNCILOR,"ZAPLAN, ABC ROGER (LP)",LP,17916
REGION I,PANGASINAN,SANTA BARBARA,LONE,COUNCILOR,"ICO, ISAGANI (LP)",LP,15528
REGION I,PANGASINAN,SANTA BARBARA,LONE,COUNCILOR,"PIOQUINTO, SHERWIN WIN (LP)",LP,15213
REGION I,PANGASINAN,SANTA BARBARA,LONE,COUNCILOR,"TAMAYO, ANGELITO (LP)",LP,14265
REGION I,PANGASINAN,SANTA MARIA,LONE,COUNCILOR,"GINEZ, KASH (IND)",IND,10397
REGION I,PANGASINAN,SANTA MARIA,LONE,COUNCILOR,"RAMOS, JULIUS (NPC)",NPC,9953
REGION I,PANGASINAN,SANTA MARIA,LONE,COUNCILOR,"GINEZ, ARGIN (NPC)",NPC,8878
REGION I,PANGASINAN,SANTA MARIA,LONE,COUNCILOR,"AGPAWA, AWENG (NPC)",NPC,8522
REGION I,PANGASINAN,SANTA MARIA,LONE,COUNCILOR,"RODRIGUEZ, DOMING (NPC)",NPC,6945
REGION I,PANGASINAN,SANTA MARIA,LONE,COUNCILOR,"CACHILA, ARTURO III (IND)",IND,6802
